Prediction,Score,True_Label,Correct
0,-66.54564516398409,1,False
1,-41.445625959593144,0,False
0,-64.2998279422079,0,True
1,-48.7687456959641,0,False
1,-31.730534030327604,0,False
0,-69.31879160733448,0,True
1,-49.48793232568191,0,False
1,-31.843813766870717,1,True
1,-49.51993755416186,1,True
0,-68.17650130948854,0,True
1,-59.714932636155076,0,False
1,-47.84452568768636,0,False
1,-53.562181063958974,1,True
0,-64.70668875801618,1,False
0,-60.15797315623399,0,True
1,-57.93460229379813,1,True
0,-70.95450849519735,1,False
0,-65.81874996572992,0,True
0,-60.22732052380036,0,True
0,-66.78724667077084,0,True
0,-60.21172278853299,0,True
1,-56.07631317649784,1,True
0,-63.15174528610608,1,False
1,-23.48889196376154,1,True
1,-59.106683955275415,1,True
0,-70.01035802098033,0,True
1,-50.80965861890446,1,True
1,-56.86269357762135,0,False
1,-57.93460229379813,1,True
0,-65.85504379525872,1,False
0,-64.59793793171151,0,True
0,-69.96957235758734,0,True
0,-66.62121562303041,0,True
0,-60.18290123763146,1,False
0,-60.44570436939954,1,False
1,-59.14227918047369,1,True
1,-11.212336887989942,1,True
0,-69.06608305072108,0,True
1,-39.60644986217888,1,True
1,-43.07878264446343,1,True
1,-10.36251745078799,0,False
1,-53.659472868449406,1,True
0,-66.79901102243706,1,False
0,-65.57983508110357,0,True
0,-60.590384071318276,0,True
0,-60.57928723198983,0,True
0,-60.940626324878664,0,True
1,-27.66740355891651,1,True
0,-71.41497764516144,0,True
0,-60.44570436939954,1,False
1,-59.11964385105005,1,True
0,-60.86662113763592,0,True
0,-65.85911409913531,1,False
1,-30.140522788173534,1,True
1,-37.28161766741016,0,False
0,-67.56676761942725,0,True
1,-59.106683955275415,1,True
1,-54.44875793258525,1,True
0,-64.6721596278932,1,False
1,-27.66740355891651,1,True
1,-39.61279766525764,1,True
0,-65.44043216447305,0,True
1,-60.044311304262685,0,False
0,-62.3241973164141,0,True
0,-68.87615402669404,0,True
1,-11.212336887989942,1,True
0,-60.24113580585683,0,True
1,-4.777680017903613,1,True
1,-23.611994248227653,1,True
1,-59.72730641274364,1,True
1,-59.106683955275415,1,True
1,-4.777680017903613,1,True
1,-27.66740355891651,1,True
1,-56.19129914682604,1,True
0,-71.66373760761931,0,True
0,-62.99071882357418,1,False
0,-62.99071882357418,1,False
1,-8.45641647599458,0,False
0,-66.73727982604268,1,False
1,-57.93460229379813,1,True
1,-47.57105089661873,0,False
0,-67.14364845235484,1,False
0,-64.50807910650497,0,True
1,-45.948862006819965,1,True
0,-61.20485471164963,1,False
0,-66.3592735409232,1,False
0,-61.43389702629612,1,False
0,-66.31417066039967,1,False
1,-56.19129914682604,1,True
0,-60.21172278853299,0,True
1,-35.3190787651888,0,False
0,-66.80057029831254,1,False
0,-64.93997231978244,1,False
0,-66.32313920784462,0,True
0,-66.50280923504735,1,False
1,-28.737496892763474,1,True
0,-71.72854117346189,0,True
0,-68.60685177796843,0,True
1,-27.66740355891651,1,True
0,-60.325381148136515,1,False
1,-59.106683955275415,1,True
1,-57.93460229379813,1,True
1,-57.93460229379813,1,True
0,-69.98939615790083,0,True
0,-64.6267655346935,0,True
0,-60.083185319288845,0,True
1,-58.3706211520645,0,False
0,-64.93997231978244,1,False
0,-60.53870538266767,0,True
0,-67.071707619037,1,False
1,-59.90251466387868,1,True
0,-69.45652078331656,0,True
0,-69.16908279436409,1,False
0,-69.74042150265232,0,True
0,-66.85521665661105,1,False
1,-8.666478655784012,1,True
0,-60.10555093719809,0,True
0,-61.86248950947964,0,True
0,-60.648154559900306,0,True
0,-60.863528633796285,0,True
0,-66.87269673779677,1,False
1,-59.106683955275415,1,True
0,-61.12026037761724,1,False
0,-70.21256657096939,0,True
1,-59.41595895788429,1,True
0,-67.36142277637387,1,False
0,-67.30292352070089,1,False
0,-69.94999183235656,0,True
0,-66.31417066039967,1,False
0,-66.40157218704891,0,True
1,-56.19129914682604,1,True
1,-54.370640203165976,0,False
0,-60.21172278853299,0,True
0,-71.0218369438785,0,True
1,-40.992406661440675,0,False
0,-67.29642085010256,1,False
0,-65.97009432261434,0,True
0,-65.6690474904134,0,True
1,-46.656858871095885,1,True
0,-60.83735604211289,0,True
0,-64.93997231978244,1,False
1,-59.106683955275415,1,True
1,-58.99839239295673,1,True
1,-22.58039352905128,1,True
0,-67.55360760373348,0,True
0,-70.5450380591161,1,False
1,-56.95529685998005,1,True
0,-65.20316819615977,0,True
0,-64.14353335850736,1,False
0,-62.99071882357418,1,False
1,-11.212336887989942,1,True
1,-53.04570947542467,0,False
0,-69.87173168466082,0,True
0,-65.82099391459026,0,True
1,-59.976469202808524,0,False
0,-64.7774340349451,1,False
0,-62.35276724236011,1,False
1,-39.15132677383939,1,True
1,-19.278627648417014,1,True
0,-65.87280479178759,1,False
1,-31.843813766870717,1,True
0,-68.87446900260053,0,True
0,-69.90572529003657,0,True
1,-6.072783027256506,1,True
1,-40.12781515113466,1,True
0,-61.3489577896261,1,False
1,-38.056639317365374,0,False
0,-60.19663614262852,0,True
1,-43.07878264446343,1,True
0,-60.33346856253237,0,True
1,-57.93460229379813,1,True
0,-60.168816768513295,0,True
1,-43.07878264446343,1,True
0,-65.66864440018648,1,False
1,-59.90251466387868,1,True
1,-11.212336887989942,1,True
0,-69.54571486873279,0,True
1,-27.66740355891651,1,True
0,-66.32048315435681,0,True
0,-60.672284195572445,0,True
0,-60.59631787077549,0,True
1,-56.19129914682604,1,True
0,-66.0190778926256,1,False
0,-69.44346336774636,0,True
0,-60.60129479076173,0,True
1,-59.106683955275415,1,True
0,-69.34212647156369,0,True
1,-49.51993755416186,1,True
1,-27.66740355891651,1,True
0,-60.33422443698264,1,False
0,-67.18453971096596,1,False
0,-69.0984779822629,0,True
1,-57.93460229379813,1,True
1,-24.3989881608156,1,True
0,-67.06083869323339,0,True
0,-67.29642085010256,1,False
0,-66.69839473378734,1,False
0,-62.99071882357418,1,False
1,-8.818985423226685,1,True
0,-66.67741821678642,1,False
0,-69.37375893021489,1,False
0,-60.697554914225215,1,False
0,-72.4479078731396,0,True
0,-64.93997231978244,1,False
0,-70.43418979196389,0,True
0,-65.46483727072248,0,True
0,-67.61008194926919,1,False
1,-27.66740355891651,1,True
0,-67.27542409562352,0,True
0,-67.86292347702867,1,False
1,-57.93460229379813,1,True
0,-67.29642085010256,1,False
1,-31.843813766870717,1,True
0,-68.935150586444,1,False
0,-60.768883396560966,1,False
0,-61.73430036773846,0,True
0,-65.05448951822785,0,True
1,-31.843813766870717,1,True
1,-56.70091787908346,0,False
0,-64.14353335850736,1,False
1,-39.27020334388368,0,False
1,-57.93460229379813,1,True
0,-67.47918910242524,0,True
0,-60.06149909979407,0,True
1,-49.51993755416186,1,True
0,-70.27277896364103,0,True
0,-69.20382569058472,1,False
1,-59.95003668478672,1,True
1,-59.106683955275415,1,True
0,-67.13800273995045,1,False
1,-58.87628852432183,1,True
0,-63.88215388706182,0,True
1,-59.106683955275415,1,True
0,-67.05259457607576,0,True
1,-60.04077391173055,0,False
1,-56.19129914682604,1,True
1,-43.07878264446343,1,True
0,-65.73643513876785,1,False
0,-69.31960741448263,0,True
1,-59.47574023116319,1,True
0,-69.3652525942428,0,True
1,-40.989197161834575,1,True
0,-60.44570436939954,1,False
1,-40.989197161834575,1,True
0,-60.56747264349463,0,True
0,-69.8973264332134,0,True
0,-68.3869419740368,0,True
1,-31.843813766870717,1,True
0,-60.213275284286915,1,False
0,-70.3940645156484,0,True
1,-59.106683955275415,1,True
1,-58.75465320854324,0,False
0,-60.30035141835411,0,True
0,-60.44570436939954,1,False
0,-60.19582756261472,0,True
1,-60.04505095153495,0,False
0,-64.02000988992067,0,True
0,-60.40882327419747,0,True
0,-67.0018814990605,0,True
1,-59.90251466387868,1,True
0,-60.57359322326577,0,True
0,-64.2998279422079,0,True
0,-64.93997231978244,1,False
0,-60.65866834645671,0,True
0,-60.44570436939954,1,False
0,-60.44570436939954,1,False
0,-60.31696228992669,1,False
0,-69.98182882223642,1,False
1,-11.212336887989942,1,True
0,-64.14353335850736,1,False
0,-60.10944977272752,0,True
1,-22.76382946105616,1,True
1,-31.566684447079673,1,True
1,-59.106683955275415,1,True
1,-31.82301361924393,1,True
0,-61.83599219193966,1,False
1,-43.07878264446343,1,True
0,-60.48444301261311,0,True
0,-60.58665169555806,0,True
0,-67.11984753866318,0,True
0,-60.44570436939954,1,False
0,-67.22597336869799,0,True
0,-60.44570436939954,1,False
0,-60.36204970742912,0,True
0,-70.68661708033105,1,False
0,-63.556932897719875,1,False
1,-59.106683955275415,1,True
1,-59.255830580739804,1,True
1,-8.818985423226685,1,True
0,-60.559456734296944,0,True
1,-8.300087249823676,1,True
1,-42.1206223083114,1,True
1,-59.90251466387868,1,True
1,-38.056639317365374,0,False
0,-60.57980888750467,0,True
0,-60.44570436939954,1,False
0,-64.93997231978244,1,False
0,-60.58506238310621,0,True
0,-60.642897959895215,0,True
0,-68.20044877423744,1,False
0,-62.99071882357418,1,False
0,-66.88132360245024,0,True
1,-59.106683955275415,1,True
0,-68.08866351561743,0,True
0,-63.19392636060206,0,True
0,-62.15752681119405,1,False
0,-60.466094243648534,1,False
1,-59.62156457844125,0,False
0,-62.99071882357418,1,False
0,-66.64278385603068,0,True
0,-66.42695862719408,0,True
1,-11.212336887989942,1,True
1,-59.90251466387868,1,True
1,-49.51993755416186,1,True
0,-60.070191843203354,0,True
1,-59.106683955275415,1,True
1,-59.106683955275415,1,True
1,-31.843813766870717,1,True
0,-65.81047428404631,0,True
1,-38.55507270714452,0,False
1,-55.59767491848038,0,False
0,-65.1501766931551,1,False
0,-60.44570436939954,1,False
1,-59.106683955275415,1,True
0,-66.9592366587356,1,False
0,-66.41725374734261,0,True
0,-60.15406600787527,0,True
0,-68.66047831520635,0,True
0,-67.97961181631922,0,True
0,-60.54694682501874,0,True
0,-63.8211010960907,0,True
0,-66.66411580649635,1,False
0,-70.08050351328372,0,True
0,-60.25059585047566,0,True
0,-60.878866647534124,0,True
1,-59.106683955275415,1,True
0,-68.29050743426198,1,False
1,-57.93460229379813,1,True
0,-60.58288318758001,0,True
1,-6.064503610653674,0,False
0,-69.60486473503482,0,True
0,-63.15174528610608,1,False
1,-4.777680017903613,1,True
0,-60.60269590609228,0,True
0,-60.603230604085645,1,False
1,-57.93460229379813,1,True
0,-61.54370646532445,0,True
1,-59.91195321874635,1,True
0,-61.37392532064349,0,True
0,-60.57928723198983,0,True
0,-66.40443525495056,1,False
0,-61.944241637637795,1,False
0,-61.16113900697017,1,False
0,-60.44570436939954,1,False
0,-60.6649076386194,0,True
1,-59.106683955275415,1,True
0,-69.08815735235535,0,True
1,-34.6296879828906,1,True
1,-31.679478373215147,0,False
0,-60.965027261020595,0,True
0,-60.822300916399385,0,True
0,-60.86759496340169,1,False
1,-57.93460229379813,1,True
0,-61.73430036773846,0,True
0,-69.83354628947191,1,False
0,-63.73382332736685,1,False
1,-59.90251466387868,1,True
0,-69.71667376273486,1,False
0,-60.42870759402511,0,True
1,-59.106683955275415,1,True
1,-30.28039164406239,0,False
0,-60.09056072389991,0,True
0,-65.27843854450944,0,True
0,-75.49423954954989,0,True
0,-60.39462666025613,0,True
0,-67.75441494297523,0,True
1,-43.30583119036065,0,False
1,-52.75327935354331,0,False
0,-64.19654467472182,0,True
0,-60.44570436939954,1,False
1,-49.36666506280237,1,True
1,-48.863099029402946,1,True
1,-43.07878264446343,1,True
0,-62.679611496496314,0,True
0,-60.10494437247161,0,True
0,-61.08951229862099,0,True
0,-69.37324090558766,0,True
1,-57.93460229379813,1,True
0,-67.71425619641306,1,False
1,-40.989197161834575,1,True
1,-59.10573404130501,1,True
0,-60.52589750636064,0,True
1,-29.066781838238803,1,True
0,-60.604788245801956,0,True
1,-53.562181063958974,1,True
1,-40.989197161834575,1,True
1,-57.93460229379813,1,True
0,-60.624832777447715,0,True
0,-60.07224057911393,0,True
0,-60.25912764978864,0,True
1,-57.878022368074284,0,False
0,-60.112855128733656,0,True
0,-60.44570436939954,1,False
1,-35.432528920000635,0,False
1,-59.106683955275415,1,True
1,-59.106683955275415,1,True
1,-5.293119008439085,1,True
0,-72.23802970173718,0,True
1,-37.35360800796668,0,False
0,-70.67737365270827,1,False
0,-66.16122227937278,1,False
0,-66.45260109435193,1,False
1,-11.212336887989942,1,True
1,-57.93460229379813,1,True
0,-65.91096137159954,0,True
0,-61.46770073221914,0,True
0,-71.25876622029095,0,True
0,-69.23504737447927,0,True
1,-53.562181063958974,1,True
1,-59.106683955275415,1,True
1,-44.094933057697155,0,False
0,-68.31688720975525,1,False
0,-60.594691204624255,0,True
1,-58.01455435923726,1,True
0,-70.63558663308649,0,True
0,-63.01578746301712,1,False
0,-64.60774124193166,0,True
0,-60.687095531296194,0,True
0,-60.49956949847308,0,True
1,-59.14790421719495,1,True
0,-66.42909492759058,1,False
0,-66.20832455021508,1,False
1,-54.59722762022038,1,True
0,-60.62504353700354,0,True
1,-59.93742468717463,0,False
0,-66.73174751706956,1,False
0,-65.73462041544326,0,True
0,-63.47652635540547,0,True
0,-69.82785950186353,0,True
1,-57.93460229379813,1,True
0,-60.37602278847663,0,True
1,-57.93460229379813,1,True
0,-60.26206912529972,0,True
1,-54.45033310944635,0,False
0,-66.31417066039967,1,False
0,-67.06631803653626,1,False
1,-57.93460229379813,1,True
0,-60.14366121251909,0,True
1,-59.106683955275415,1,True
1,-43.07878264446343,1,True
0,-62.99071882357418,1,False
1,-53.562181063958974,1,True
0,-69.35346163489726,0,True
0,-65.55918747114022,0,True
0,-60.3807421626977,1,False
0,-60.17621112324876,0,True
0,-60.57303389930098,0,True
0,-61.18131597668324,1,False
1,-27.66740355891651,1,True
1,-56.356200516879,1,True
1,-35.120407470778886,1,True
1,-59.22546489122594,0,False
0,-61.56258356312083,1,False
1,-50.00080715568499,1,True
0,-69.37112099348063,0,True
1,-54.13848964335442,0,False
1,-43.07878264446343,1,True
0,-67.02927172668491,0,True
1,-36.19216829792066,0,False
1,-31.843813766870717,1,True
0,-66.2266281755678,0,True
0,-60.20404034447959,0,True
1,-27.520051220801335,1,True
0,-64.4080725943026,0,True
0,-71.91146472864577,0,True
0,-70.18244893890326,0,True
1,-58.098092029598746,1,True
0,-64.84208802692737,0,True
0,-70.7410382480013,0,True
0,-70.0431391491918,0,True
1,-43.07878264446343,1,True
0,-68.88948038793683,0,True
0,-60.605101002603185,0,True
0,-64.93997231978244,1,False
0,-64.14353335850736,1,False
0,-68.18965646572133,0,True
1,-31.843813766870717,1,True
1,-59.106683955275415,1,True
0,-60.57205425403596,0,True
0,-66.14886720655693,1,False
0,-67.05700782682037,0,True
0,-65.89537443772363,0,True
0,-68.31451098014051,0,True
0,-67.00171450863851,0,True
0,-60.189080793169985,0,True
0,-70.15202077187327,0,True
1,-57.93460229379813,1,True
0,-60.44570436939954,1,False
0,-69.07562315781718,1,False
0,-66.1622995443254,1,False
1,-56.19129914682604,1,True
0,-61.73430036773846,0,True
1,-59.16823893021616,0,False
1,-60.021763642172004,0,False
0,-64.93997231978244,1,False
1,-57.93460229379813,1,True
0,-60.432517339134044,0,True
0,-60.40853778293699,0,True
1,-27.66740355891651,1,True
0,-60.805510509493224,0,True
1,-47.80579980197372,1,True
0,-69.4322450636962,0,True
1,-31.843813766870717,1,True
1,-49.51993755416186,1,True
0,-62.99071882357418,1,False
0,-70.33161552770166,1,False
0,-60.81623099255885,1,False
0,-66.58124496356507,0,True
0,-67.18519904955114,1,False
1,-59.90621341762243,1,True
0,-70.3304998443609,0,True
1,-8.472102225944631,0,False
1,-49.51993755416186,1,True
1,-13.970017994646064,1,True
1,-59.94372817695753,0,False
0,-72.05012072883781,0,True
0,-60.566461659759774,0,True
0,-61.334378138379584,0,True
0,-60.65277211851196,1,False
1,-59.106683955275415,1,True
1,-35.771999157958646,1,True
0,-69.39318104992087,0,True
0,-65.76604223992766,1,False
0,-70.47654805629398,0,True
0,-69.24477360861735,1,False
0,-66.70850855035188,0,True
1,-4.777680017903613,1,True
0,-62.2630526166256,1,False
1,-56.19129914682604,1,True
1,-47.78704592218722,0,False
1,-44.34046025615808,1,True
0,-66.22577274511477,0,True
1,-56.19129914682604,1,True
0,-66.18317691439618,0,True
0,-66.18473517167045,0,True
0,-69.14883386980452,0,True
0,-66.95514701972229,1,False
1,-41.632260780366124,0,False
1,-48.799271355974405,0,False
1,-6.423427927315778,1,True
0,-62.03125309525078,0,True
0,-66.31417066039967,1,False
1,-57.93460229379813,1,True
0,-60.52883926979288,0,True
1,-54.447374940272425,1,True
0,-60.13567428711737,0,True
0,-60.44570436939954,1,False
1,-57.93460229379813,1,True
0,-60.87311927036673,0,True
1,-56.703457074781596,1,True
0,-67.29642085010256,1,False
1,-21.820129360151505,1,True
0,-64.93997231978244,1,False
1,-59.90251466387868,1,True
0,-61.09830351230687,0,True
0,-60.18290123763146,1,False
1,-59.90251466387868,1,True
1,-8.818985423226685,1,True
1,-13.970017994646064,0,False
