dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_src_dport_ltm,ct_dst_sport_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,is_sm_ips_ports,attack_cat,label,detection_score,true_label,timestamp,detected_by_model
0.026897,tcp,ftp,FIN,52,54,2934,3740,3903.781,856006.25,1091869.0,11,15,0.511824,0.497981,42.18202,1.071327,255,4067129848,1918499948,255,0.000633,0.0005,0.000133,56,69,0,0,1,1,1,1,0,0,Normal,0,0.75,0,2025-07-15T10:25:45.994520,Flow_Aware_LSH
0.00502,tcp,-,FIN,18,18,3672,2456,6972.1113,5526693.0,3697211.2,7,7,0.276647,0.262529,13.58039,0.340252,255,2168005198,21653275,255,0.000687,0.000553,0.000134,204,136,0,0,1,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:25:45.999793,Flow_Aware_LSH
1.1e-05,udp,dns,INT,2,0,114,0,90909.09,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,3,3,0,0,0,0,Generic,1,0.8359375,1,2025-07-15T10:25:46.005010,Flow_Aware_LSH
7e-06,udp,dns,INT,2,0,114,0,142857.14,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,14,14,0,0,0,0,Generic,1,0.75,1,2025-07-15T10:25:46.010126,Flow_Aware_LSH
0.51712,tcp,-,FIN,10,8,2530,354,32.874382,35225.867,4795.792,2,1,53.59511,65.46214,3635.5562,125.327065,255,2066147224,2701636299,255,0.110651,0.058877,0.051774,253,44,0,0,1,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:25:46.015219,Flow_Aware_LSH
0.978884,tcp,http,FIN,10,10,800,1420,19.409859,5884.252,10444.547,2,2,108.76489,99.600555,6082.1094,227.81987,255,1773700824,1725432776,255,0.165505,0.069629,0.095876,80,142,1,265,2,2,0,0,4,0,Normal,0,0.8687499999999999,0,2025-07-15T10:25:46.015244,Flow_Aware_LSH
1.026361,tcp,-,FIN,8,10,364,3754,16.563374,2486.4546,26337.71,1,3,146.623,108.168335,10193.072,8864.568,255,1546621708,115281328,255,0.126499,0.052101,0.074398,46,375,0,0,1,1,0,0,0,0,Exploits,1,0.8312499999999999,1,2025-07-15T10:25:46.015665,Flow_Aware_LSH
0.078313,tcp,ftp-data,FIN,6,8,320,1930,166.00053,27275.164,172538.4,1,2,15.5996,11.107143,1092.572,26.855936,255,1652351037,159578540,255,0.000717,0.000559,0.000158,53,241,0,0,1,1,0,0,0,0,Normal,0,0.840625,0,2025-07-15T10:25:46.021279,Flow_Aware_LSH
9e-06,udp,dns,INT,2,0,114,0,111111.11,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,21,9,0,0,0,0,Generic,1,0.8453124999999999,1,2025-07-15T10:25:46.026451,Flow_Aware_LSH
1.05991,tcp,-,FIN,10,8,2516,354,16.039097,17095.791,2339.8213,2,1,117.76778,131.81372,7702.723,184.11821,255,3833541953,2210179555,255,0.171835,0.101306,0.070529,252,44,0,0,1,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:25:46.031866,Flow_Aware_LSH
1.1e-05,udp,-,INT,2,0,256,0,90909.09,93090910.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,128,0,0,0,1,1,0,0,0,0,Shellcode,1,0.8453124999999999,1,2025-07-15T10:25:46.037002,Flow_Aware_LSH
1e-06,unas,-,INT,2,0,200,0,1000000.0,800000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,Exploits,1,0.75,1,2025-07-15T10:25:46.042260,Flow_Aware_LSH
0.821905,tcp,-,FIN,10,8,564,354,20.683655,4944.6104,3017.3804,2,1,91.297775,111.15457,6358.9834,152.15875,255,2717140364,3316304066,255,0.071868,0.043812,0.028056,56,44,0,0,1,1,0,0,0,0,Reconnaissance,1,0.75,1,2025-07-15T10:25:46.052424,Flow_Aware_LSH
1.1e-05,udp,-,INT,2,0,1064,0,90909.09,386909100.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,1,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:25:46.057992,Flow_Aware_LSH
5e-06,udp,dns,INT,2,0,114,0,200000.0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,18,0,0,0,0,Generic,1,0.9,1,2025-07-15T10:25:46.063129,Flow_Aware_LSH
9e-06,udp,dns,INT,2,0,114,0,111111.11,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,8,3,0,0,0,0,Generic,1,0.8453124999999999,1,2025-07-15T10:25:46.073510,Flow_Aware_LSH
23.159576,tcp,http,FIN,1940,296,2582793,12738,96.50436,891713.0,4385.227,967,1,11.886327,78.49006,1455.7926,95.12028,255,3105323785,3356641421,255,0.161488,0.083502,0.077986,1331,43,0,0,1,1,0,0,0,0,DoS,1,0.75,1,2025-07-15T10:25:46.073558,Flow_Aware_LSH
1e-05,udp,dns,INT,2,0,114,0,100000.0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,4,2,0,0,0,0,Generic,1,0.8359375,1,2025-07-15T10:25:46.078744,Flow_Aware_LSH
0.539684,tcp,-,FIN,16,18,1540,1644,61.146893,21405.12,23020.879,4,4,35.955265,31.719175,2294.769,71.74458,255,1082937555,3251364034,255,0.000581,0.000452,0.000129,96,91,0,0,3,1,0,0,0,0,Normal,0,0.9,0,2025-07-15T10:25:46.078769,Flow_Aware_LSH
3e-06,udp,-,INT,2,0,168,0,333333.3,224000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,1,0,0,0,0,Reconnaissance,1,0.8546874999999999,1,2025-07-15T10:25:46.083846,Flow_Aware_LSH
9e-06,udp,-,INT,2,0,168,0,111111.11,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,1,0,0,0,0,Reconnaissance,1,0.75,1,2025-07-15T10:25:46.084709,Flow_Aware_LSH
0.018702,tcp,-,FIN,16,18,1540,1644,1764.5171,617687.94,664313.94,4,4,1.225133,1.072177,74.16731,2.19279,255,2929501184,2938434805,255,0.00061,0.000471,0.000139,96,91,0,0,2,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:25:46.089872,Flow_Aware_LSH
9e-06,udp,dns,INT,2,0,114,0,111111.11,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,5,5,0,0,0,0,Generic,1,0.8453124999999999,1,2025-07-15T10:25:46.100221,Flow_Aware_LSH
1e-05,udp,dns,INT,2,0,114,0,100000.0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,3,3,0,0,0,0,Generic,1,0.8359375,1,2025-07-15T10:25:46.101015,Flow_Aware_LSH
0.63332,tcp,-,FIN,10,6,708,268,23.68471,8059.117,2829.5334,2,1,67.22767,101.6736,3405.7874,151.27303,255,2894555560,1234602021,255,0.220425,0.124951,0.095474,71,45,0,0,2,1,0,0,0,0,Normal,0,0.9,0,2025-07-15T10:25:46.106210,Flow_Aware_LSH
0.696873,tcp,http,FIN,10,8,822,1102,24.39469,8495.092,11078.059,2,2,77.430336,83.13614,3956.1482,137.4857,255,2272337917,150044563,255,0.176698,0.114285,0.062413,82,138,1,159,3,2,0,0,4,0,Normal,0,0.8312499999999999,0,2025-07-15T10:25:46.111316,Flow_Aware_LSH
9e-06,udp,dns,INT,2,0,114,0,111111.11,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,18,0,0,0,0,Generic,1,0.8453124999999999,1,2025-07-15T10:25:46.116474,Flow_Aware_LSH
0.617895,tcp,http,FIN,60,14,68199,612,118.14305,868276.94,7366.9473,27,1,10.20783,42.503,1126.5247,63.48334,255,4240602987,3400875863,255,0.121483,0.065348,0.056135,1137,44,1,0,3,1,0,0,1,0,Normal,0,0.75,0,2025-07-15T10:25:46.116545,Flow_Aware_LSH
0.001123,udp,dns,CON,2,1,130,81,1780.9438,463045.4,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,1,1,0,0,0,0,Normal,0,0.8265625,0,2025-07-15T10:25:46.121625,Flow_Aware_LSH
8e-06,udp,dns,INT,2,0,114,0,125000.0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,25,25,0,0,0,0,Generic,1,0.9,1,2025-07-15T10:25:46.121677,Flow_Aware_LSH
1.246909,mux,-,INT,4,0,400,0,2.405949,1924.7595,0.0,0,0,415.63635,0.0,587.78864,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,Exploits,1,0.8359375,1,2025-07-15T10:25:46.126778,Flow_Aware_LSH
0.183876,tcp,-,FIN,10,6,586,268,81.57672,22972.004,9745.698,2,1,19.251333,27.444,1153.2689,41.94395,255,2624562344,406116623,255,0.099669,0.046646,0.053023,59,45,0,0,1,1,0,0,0,0,DoS,1,0.75,1,2025-07-15T10:25:46.132048,Flow_Aware_LSH
0.008323,tcp,-,FIN,34,36,2230,13288,8290.28,2080980.5,12417638.0,7,11,0.242121,0.2206,14.720762,13.893699,255,2458416644,313296654,255,0.00075,0.000595,0.000155,66,369,0,0,1,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:25:46.137132,Flow_Aware_LSH
0.802397,ospf,-,INT,18,0,2858,0,21.18652,26919.342,0.0,0,0,47.199825,0.0,71.17016,0.0,0,0,0,0,0.0,0.0,0.0,159,0,0,0,2,2,0,0,0,0,DoS,1,0.75,1,2025-07-15T10:25:46.142209,Flow_Aware_LSH
1.441146,tcp,-,FIN,22,20,5978,1754,28.449581,31680.344,9253.746,8,8,68.626,71.62721,3751.6897,103.88076,255,3445295528,1189909901,255,0.106328,0.052244,0.054084,272,88,0,0,1,1,0,0,0,0,Exploits,1,0.75,1,2025-07-15T10:25:46.147570,Flow_Aware_LSH
0.023321,tcp,-,FIN,60,62,3598,46036,5188.4565,1214013.1,15537584.0,7,24,0.389017,0.372607,21.112574,20.166504,255,3840256155,1690975675,255,0.000739,0.000582,0.000157,60,743,0,0,1,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:25:46.152685,Flow_Aware_LSH
1.510987,tcp,http,FIN,50,278,2566,357553,216.41483,13315.799,1886274.2,2,137,30.817327,5.391766,1754.6362,767.72217,255,3567311870,1897694234,255,0.032988,0.017461,0.015527,51,1286,1,0,1,1,0,0,1,0,Exploits,1,0.75,1,2025-07-15T10:25:46.162982,Flow_Aware_LSH
1.2e-05,iso-tp4,-,INT,2,0,200,0,83333.33,66666664.0,0.0,0,0,0.012,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,4,0,0,0,0,Fuzzers,1,0.75,1,2025-07-15T10:25:46.168507,Flow_Aware_LSH
1.549281,tcp,http,FIN,10,10,838,1190,12.263753,3898.5825,5530.307,2,2,172.14233,163.56189,11421.177,247.29381,255,769587518,3470089421,255,0.113764,0.076527,0.037237,84,119,1,131,1,1,0,0,1,0,Normal,0,0.9,0,2025-07-15T10:25:46.173629,Flow_Aware_LSH
0.222194,tcp,ftp-data,FIN,10,6,6320,320,67.508575,204794.02,9613.221,3,1,24.688223,44.117397,1884.3405,66.70622,255,1225553517,1985186877,255,0.001643,0.001485,0.000158,632,53,0,0,1,1,0,0,0,0,Normal,0,0.8453124999999999,0,2025-07-15T10:25:46.178834,Flow_Aware_LSH
0.256937,tcp,http,FIN,12,26,878,28320,144.00418,25064.51,847865.44,2,11,23.357908,10.02444,1223.6085,1171.9279,255,2682938028,3473579990,255,0.050216,0.005626,0.04459,73,1089,1,13390,1,1,0,0,1,0,Exploits,1,0.8265625,1,2025-07-15T10:25:46.178859,Flow_Aware_LSH
1.1e-05,udp,dns,INT,2,0,114,0,90909.09,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,4,0,0,0,0,Generic,1,0.8359375,1,2025-07-15T10:25:46.183947,Flow_Aware_LSH
8e-06,udp,dns,INT,2,0,114,0,125000.0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,3,3,0,0,0,0,Generic,1,0.9,1,2025-07-15T10:25:46.184011,Flow_Aware_LSH
5e-06,udp,dns,INT,2,0,114,0,200000.0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,18,0,0,0,0,Generic,1,0.9,1,2025-07-15T10:25:46.184022,Flow_Aware_LSH
0.103982,tcp,-,FIN,76,80,4446,71834,1490.6426,337596.88,5457637.0,7,33,1.38004,1.307633,79.87339,78.01284,255,335482397,2485426884,255,0.000808,0.000671,0.000137,59,898,0,0,1,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:25:46.194357,Flow_Aware_LSH
8e-06,udp,dns,INT,2,0,114,0,125000.0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,18,0,0,0,0,Generic,1,0.9,1,2025-07-15T10:25:46.194385,Flow_Aware_LSH
0.304824,tcp,http,FIN,10,6,826,268,49.208725,19526.021,5878.8022,2,1,32.008556,49.5886,1810.1832,81.75687,255,95327248,265142225,255,0.120439,0.056876,0.063563,83,45,1,0,1,1,0,0,1,0,Reconnaissance,1,0.9,1,2025-07-15T10:25:51.232467,Flow_Aware_LSH
0.176807,tcp,-,FIN,10,6,996,268,84.83827,40586.63,10135.346,2,1,19.440666,27.927801,978.6911,42.115406,255,1584530590,2188263372,255,0.058939,0.037164,0.021775,100,45,0,0,1,1,0,0,0,0,Exploits,1,0.859375,1,2025-07-15T10:25:51.232820,Flow_Aware_LSH
0.001052,udp,dns,CON,2,2,146,178,2851.7112,555133.06,676806.1,0,0,0.001,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:25:51.238004,Flow_Aware_LSH
9e-06,udp,dns,INT,2,0,114,0,111111.11,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,18,0,0,0,0,Generic,1,0.8453124999999999,1,2025-07-15T10:25:51.248983,Flow_Aware_LSH
3e-06,udp,-,INT,2,0,78,0,333333.3,104000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,1,1,0,0,0,0,Fuzzers,1,0.75,1,2025-07-15T10:25:51.254215,Flow_Aware_LSH
0.36721,tcp,-,FIN,10,6,634,268,40.84856,12439.748,4880.0415,2,1,37.976334,57.1906,1921.0531,78.65505,255,3096546546,173596657,255,0.125976,0.081254,0.044722,63,45,0,0,3,1,0,0,0,0,Normal,0,0.79125,0,2025-07-15T10:25:51.264581,Flow_Aware_LSH
0.63193,tcp,-,FIN,10,8,2516,354,26.901714,28674.062,3924.4854,2,1,66.60911,78.53686,4427.0947,128.64096,255,749451898,1287687319,255,0.136709,0.082164,0.054545,252,44,0,0,1,1,0,0,0,0,Normal,0,0.8359375,0,2025-07-15T10:25:51.269818,Flow_Aware_LSH
4e-06,unas,-,INT,2,0,200,0,250000.0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,Exploits,1,0.85,1,2025-07-15T10:25:51.279974,Flow_Aware_LSH
7e-06,udp,dns,INT,2,0,114,0,142857.14,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,4,4,0,0,0,0,Generic,1,0.75,1,2025-07-15T10:25:51.285106,Flow_Aware_LSH
2.037659,tcp,-,FIN,18,14,9140,764,15.213537,33893.797,2787.5127,6,4,119.8623,145.13623,8331.163,338.69824,255,2597499131,1448933701,255,0.206907,0.122623,0.084284,508,55,0,0,1,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:25:51.290589,Flow_Aware_LSH
1e-06,udp,-,INT,2,0,78,0,1000000.0,312000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,2,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:25:51.295712,Flow_Aware_LSH
1e-05,udp,dns,INT,2,0,114,0,100000.0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,4,4,0,0,0,0,Generic,1,0.8359375,1,2025-07-15T10:25:51.305969,Flow_Aware_LSH
1.767591,tcp,http,FIN,12,10,918,1248,11.880576,3810.8364,5087.15,2,2,160.6901,181.87689,10908.045,239.49281,255,3793983883,3118225523,255,0.22926,0.129832,0.099428,77,125,1,126,2,2,0,0,4,0,Normal,0,0.9,0,2025-07-15T10:25:51.306014,Flow_Aware_LSH
0.021302,tcp,-,FIN,48,50,2958,32368,4553.563,1087973.0,11912872.0,7,18,0.445404,0.431,25.216038,24.56572,255,911066999,3060969102,255,0.00074,0.000604,0.000136,62,647,0,0,1,1,0,0,0,0,Normal,0,0.8359375,0,2025-07-15T10:25:51.306031,Flow_Aware_LSH
0.360568,tcp,http,FIN,10,8,818,1756,47.147835,16351.979,34101.75,2,2,40.06311,38.48943,2000.3795,58.50099,255,3543615022,4058817458,255,0.091574,0.032592,0.058982,82,220,1,473,1,1,0,0,1,0,DoS,1,0.75,1,2025-07-15T10:25:51.311115,Flow_Aware_LSH
4e-06,udp,dns,INT,2,0,114,0,250000.0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,4,0,0,0,0,Generic,1,0.9,1,2025-07-15T10:25:51.316632,Flow_Aware_LSH
0.001098,udp,dns,CON,2,2,132,164,2732.2405,480874.3,597449.94,0,0,0.001,0.003,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,1,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:25:51.321943,Flow_Aware_LSH
8e-06,udp,dns,INT,2,0,114,0,125000.0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,18,0,0,0,0,Generic,1,0.9,1,2025-07-15T10:25:51.327112,Flow_Aware_LSH
0.00114,udp,dns,CON,2,2,132,164,2631.579,463157.9,575438.6,0,0,0.012,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,3,1,0,0,0,0,Normal,0,0.9,0,2025-07-15T10:25:51.327143,Flow_Aware_LSH
0.561235,tcp,-,FIN,10,8,588,354,30.29034,7554.7676,4418.826,2,1,60.171112,72.09843,3759.9822,135.58429,255,274938691,1704757681,255,0.127847,0.056543,0.071304,59,44,0,0,2,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:25:51.332377,Flow_Aware_LSH
0.321049,tcp,-,FIN,10,6,558,268,46.72184,12533.912,5581.7026,2,1,34.280888,40.7534,1887.3085,59.30394,255,2608769896,2327892013,255,0.147846,0.117279,0.030567,56,45,0,0,2,1,0,0,0,0,Fuzzers,1,0.9,1,2025-07-15T10:25:51.337719,Flow_Aware_LSH
0.017722,tcp,-,FIN,38,40,2438,20718,4344.8823,1071662.4,9119061.0,7,13,0.470351,0.438641,29.66366,26.000439,255,4180221603,2030964677,255,0.000729,0.000604,0.000125,64,518,0,0,1,1,0,0,0,0,Normal,0,0.9,0,2025-07-15T10:25:51.342864,Flow_Aware_LSH
0.570119,tcp,-,FIN,14,10,774,556,40.342453,10089.121,7030.111,4,3,43.78777,59.29933,2465.7954,85.37389,255,424168047,3117035796,255,0.081013,0.036415,0.044598,55,56,0,0,2,1,0,0,0,0,Fuzzers,1,0.75,1,2025-07-15T10:25:51.347993,Flow_Aware_LSH
0.929273,tcp,-,CON,6,2,998,86,7.53277,7162.5884,370.18185,2,1,185.8546,0.007,9324.7,0.0,255,461160819,1755353277,255,0.504388,0.164238,0.34015,166,43,0,0,1,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:25:51.353454,Flow_Aware_LSH
9e-06,udp,-,INT,2,0,568,0,111111.11,252444430.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,284,0,0,0,12,1,0,0,0,0,Fuzzers,1,0.75,1,2025-07-15T10:25:51.358668,Flow_Aware_LSH
0.491682,tcp,-,FIN,10,6,850,268,30.507524,12447.069,3644.632,2,1,52.64511,85.9928,2655.6284,132.5654,255,1724557487,193843089,255,0.152192,0.061707,0.090485,85,45,0,0,1,1,0,0,0,0,Exploits,1,0.75,1,2025-07-15T10:25:51.364297,Flow_Aware_LSH
0.510229,tcp,-,FIN,16,18,1540,1644,64.67684,22640.814,24349.852,4,4,33.993134,29.98694,2203.0698,70.36583,255,1082935956,3253780720,255,0.000569,0.000444,0.000125,96,91,0,0,1,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:25:51.364616,Flow_Aware_LSH
0.92889,tcp,-,FIN,10,10,824,3522,20.454521,6390.423,27301.402,2,3,103.21,97.24934,5229.6694,6104.425,255,4031941409,4094288720,255,0.11328,0.052892,0.060388,82,352,0,0,1,1,0,0,0,0,Exploits,1,0.9,1,2025-07-15T10:25:51.364659,Flow_Aware_LSH
3.6e-05,udp,-,INT,2,0,1064,0,27777.777,118222216.0,0.0,0,0,0.036,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,11,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:25:51.369765,Flow_Aware_LSH
55.35093,tcp,-,FIN,20,14,1270,622,0.596196,174.45055,83.539696,4,1,2912.0774,4250.645,392871.7,14430.853,255,451521883,4231087793,255,0.175592,0.092533,0.083059,64,44,0,0,3,3,0,0,0,0,Fuzzers,1,0.8546874999999999,1,2025-07-15T10:25:51.369992,Flow_Aware_LSH
4e-06,udp,dns,INT,2,0,114,0,250000.0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,5,4,0,0,0,0,Generic,1,0.9,1,2025-07-15T10:25:51.375212,Flow_Aware_LSH
6e-06,ipcv,-,INT,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,6,0,0,0,0,Exploits,1,0.75,1,2025-07-15T10:25:51.380744,Flow_Aware_LSH
9e-06,skip,-,INT,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,Exploits,1,0.75,1,2025-07-15T10:25:51.396403,Flow_Aware_LSH
1.074361,tcp,http,FIN,10,8,824,1112,15.82336,5525.145,7245.2373,2,2,119.37344,120.563286,6092.184,240.39687,255,1628004028,1762060464,255,0.241388,0.158639,0.082749,82,139,1,153,2,1,0,0,1,0,Normal,0,0.75,0,2025-07-15T10:25:51.396471,Flow_Aware_LSH
0.223305,tcp,ftp-data,FIN,8,12,424,8824,85.08542,13291.238,289792.0,1,4,31.852144,20.253546,2119.5876,1673.1267,255,2957906785,914586341,255,0.000647,0.000512,0.000135,53,735,0,0,1,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:25:51.401721,Flow_Aware_LSH
1.2e-05,udp,dns,INT,2,0,114,0,83333.33,38000000.0,0.0,0,0,0.012,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,4,4,0,0,0,0,Generic,1,0.8359375,1,2025-07-15T10:25:51.401743,Flow_Aware_LSH
1.1e-05,micp,-,INT,2,0,200,0,90909.09,72727270.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,Exploits,1,0.75,1,2025-07-15T10:25:51.407204,Flow_Aware_LSH
0.036738,tcp,-,FIN,72,74,4238,65118,3946.867,910229.2,13988567.0,7,30,0.510648,0.495685,28.136236,27.760984,255,965351029,3117829394,255,0.000726,0.000548,0.000178,59,880,0,0,1,1,0,0,0,0,Normal,0,0.78671875,0,2025-07-15T10:25:51.412365,Flow_Aware_LSH
1.813317,tcp,-,FIN,16,12,886,678,14.88984,3666.2097,2744.1423,4,4,120.8262,158.02019,6705.5273,260.45032,255,2540617557,1355554207,255,0.179777,0.075091,0.104686,55,57,0,0,1,1,0,0,0,0,Fuzzers,1,0.75,1,2025-07-15T10:25:51.417498,Flow_Aware_LSH
1.051761,tcp,ftp,FIN,20,22,1120,1622,38.98224,8093.0933,11782.145,7,9,55.355843,49.669952,2858.0427,2586.138,255,4089275187,606935959,255,0.054118,0.007851,0.046267,56,74,0,0,1,1,1,1,0,0,Exploits,1,0.8359375,1,2025-07-15T10:25:51.417559,Flow_Aware_LSH
0.490562,tcp,http,FIN,10,8,808,1112,34.654133,11872.098,15867.516,2,2,54.50689,54.781284,2957.2056,80.540794,255,3922528077,153344301,255,0.165766,0.084503,0.081263,81,139,1,154,2,2,0,0,4,0,Normal,0,0.75,0,2025-07-15T10:25:51.422713,Flow_Aware_LSH
1.596464,tcp,-,FIN,18,12,6134,678,18.165146,29034.164,3116.8882,5,4,93.903,134.34874,5306.327,196.34105,255,3084744228,1044472519,255,0.141282,0.118623,0.022659,341,57,0,0,1,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:25:51.427844,Flow_Aware_LSH
0.005165,tcp,-,FIN,18,18,4232,2456,6776.3794,6190900.5,3593417.2,7,7,0.285,0.273176,14.263625,0.352471,255,1864898241,1868035954,255,0.000639,0.000517,0.000122,235,136,0,0,1,1,0,0,0,0,Normal,0,0.78125,0,2025-07-15T10:25:51.433108,Flow_Aware_LSH
3.522405,tcp,-,FIN,10,8,620,354,4.826248,1267.3159,704.06445,2,1,391.37833,491.61316,25080.07,762.2041,255,2169481551,3674442359,255,0.143044,0.056743,0.086301,62,44,0,0,1,1,0,0,0,0,DoS,1,0.9,1,2025-07-15T10:25:51.438261,Flow_Aware_LSH
7e-06,udp,-,INT,2,0,104,0,142857.14,59428572.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,1,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:25:51.443483,Flow_Aware_LSH
9.63313,ospf,-,INT,42,0,2688,0,4.256145,2179.1462,0.0,0,0,234.95439,0.0,267.16663,0.0,0,0,0,0,0.0,0.0,0.0,64,0,0,0,2,2,0,0,0,0,DoS,1,0.78,1,2025-07-15T10:25:51.448590,Flow_Aware_LSH
7e-06,udp,dns,INT,2,0,114,0,142857.14,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,3,3,0,0,0,0,Generic,1,0.75,1,2025-07-15T10:25:51.453697,Flow_Aware_LSH
